name,price,link
"
Dell Vostro 5590 Grey i5 8/256GB W10P PL
","866,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 5490 Grey i5 8/256GB W10P PL
","908,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 5490 Grey i5 8/512GB W10P PL
","1.089,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 5490 Grey i5 8/256GB MX230 W10P PL
","836,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Inspiron 15 3593 Black 3593-4460 PL
","876,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell G3 15 3590 Black 3590-7311 PL
","912,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
HP ProBook 450 G6 5TJ99EA PL
","923,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
HP 250 G7 Silver 6EC67EA PL
","747,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Acer Nitro 5 AN515-54 Black NH.Q59EL.01P
","856,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad T490s 20NX006SMH
","1.457,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad L590 20Q70019PB PL
","1.036,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo V340-17IWL Iron Grey 81RG000CPB PL
","935,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad L590 20Q70018PB PL
","949,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo Legion Y520-15IKBM 80YY008KPB PL
","1.139,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Acer Aspire 5 A515-43 Black NX.HF6EL.003
","681,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo IdeaPad S145-15IWL Black 81MV00KTPB PL
","582,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo Ideapad L340-17IRH Gaming Black 81LL004APB PL
","902,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo Ideapad 530S-14IKB Grey 81EU00LVPB PL
","922,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell Vostro 7590 Silver i7 8/256GB W10P PL
","1.194,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00L1PB PL
","2.290,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad L490 Black 20Q50025PB PL
","1.248,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo V340-17IWL Iron Grey 81RG000DPB PL
","738,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad L590 20Q7001LPB PL
","1.091,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad L590 20Q7001EPB PL
","941,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad L490 Black 20Q50023PB PL
","1.034,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad L490 Black 20Q50021PB PL
","1.057,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad L490 Black 20Q5001YPB PL
","900,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo IdeaPad S145-14IWL Black 81MU00D0PB PL
","452,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Notebook Lenovo L340-15IRH Gaming
","855,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo Ideapad C340-14API Black 81N60056PB PL
","482,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell Latitude 7400 2-in-1 i5 8/256GB W10P
","2.005,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad T490s 20NX0076MH
","1.797,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad T490s 20NX0078MH
","1.907,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad T490 Black 20N2006JMH
","1.704,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad T490 Black 20N20076MH
","1.592,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad P53 Black 20QN002VMH
","2.416,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell Latitude 5300 2-in-1 N013L5300132N1EMEA
","1.715,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell Latitude 7400 2-in-1 i7 16/512GB W10P
","2.377,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
HP ProBook 430 G6 5PP46EA#B1R
","893,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad P53s Black 20N60032MH
","2.276,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell Precision 5540 Titan Gray i7 8/256GB T1000 W10P
","1.859,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell Latitude 5401 Black N010L540114EMEA_3
","1.521,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QF00AFMH
","2.352,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QF00AEMH
","2.670,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00L1MH
","2.337,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad P53s Black 20N6002PMH
","1.900,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad P43s Black 20RH001UMH
","2.384,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad P43s Black 20RH0021MH
","1.971,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell G5 5590 Black 273215568
","1.743,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell G5 5590 Black 273215567
","1.743,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad X390 Yoga Black 20NN00FDMH
","1.678,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad E495 Black 20NE001GMH
","755,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad T590 Black 20N4004FMH
","1.513,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad T490 Black 20N2005UMH
","1.515,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell Latitude 5401 Black N010L540114EMEA
","1.483,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell Latitude 5401 N007L540114EMEA
","1.649,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad T495 Black 20NJ000XMH
","1.064,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad T490s 20NX000EMH
","1.951,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad T490s Black 20NX0054MH
","1.808,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00L3MH
","1.765,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell G3 15 3590 Black 273230073
","877,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad X395 Black 20NL000JMH
","1.571,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell Precision 3541 Black N007PN3541165P6CEE
","1.885,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad T495s Black 20QJ001GMH
","1.489,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell Latitude 3301 Grey N021L330113EMEA
","992,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Dell Latitude 3301 Black N015L330113EMEA
","823,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad T495 Black 20NJ0016MH
","1.284,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell G5 5590 Black 273215563
","1.082,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad T490 Black 20N2005SMH
","1.656,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Acer Aspire 5 A515-54 Black NX.HDJEL.008
","889,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
HP Omen 15-dc1052nw 7QA24EA
","1.476,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Acer Nitro 5 AN515-54 Black NH.Q59EL.003
","1.049,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad E595 Black 20NF0006MH
","668,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Acer Aspire 7 A715-72G Black NH.GXBEL.005
","920,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo IdeaPad L340-15IRH Gaming 81LK00B2PB
","768,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Dell Latitude 5300 2-in-1 i5 8/256GB W10P ENG/RUS
","1.324,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
HP EliteBook 830 G6 6XE16EA#B1R
","1.750,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
ASUS TUF Gaming FX505DU-AL079T
","1.028,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Dell Latitude 3400 Black N004L340014EMEA_2
","713,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo V130-15 Iron Grey 81HN00HRPB
","555,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad T490 Black 20N2005VMH
","1.375,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad X390 Black 20Q00056MH
","1.549,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo IdeaPad L340-15IRH Gaming 81LK00B6PB
","956,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
HP EliteBook 850 G6 6XD66EA#B1R
","1.995,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad X1 Carbon 7th Gen 20QE000XMH
","2.352,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Acer Predator Helios 300 PH317-53 NH.Q5PEP.001
","1.625,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad T590 Black 20N4004EMH
","1.437,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
HP ProBook 450 G6 6MS69EA#B1R
","1.102,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
HP EliteBook 830 G6 6XE59EA#B1R
","1.258,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
HP 250 G7 SSD Whiskey Lake i5 W10
","768,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad T490 Black 20N2005TMH
","1.666,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad L590 20Q7001FMH
","1.030,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad X390 Black 20Q00057MH
","1.710,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad X390 Black 20Q00055MH
","1.566,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad L590 20Q7001BMH
","1.004,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad L490 Black 20Q50021MH
","1.007,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00KSMH
","1.971,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad L490 Black 20Q5001YMH
","945,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad T490s Black 20NX0056MH
","1.634,00",https://www.1a.lv/p/hp-probook-450-g6-5tj99ea-pl/7g4r
"
Lenovo ThinkPad L490 Black 20Q50020MH
","995,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad L490 Black 20Q5001YMX
","945,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
HP EliteBook x360 1040 G6 7KN26EA#B1R
","1.783,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
HP EliteBook 830 G6 6XE12EA#B1R
","1.621,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Acer Predator Helios 300 PH315-52 NH.Q54EP.004
","1.463,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
HP Omen 15-dc0009nw 4XH05EA|32
","1.766,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Microsoft Surface Book 2 13.5"" HNN-00025
","2.902,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo Ideapad 330-15ARR 81D200JJPB
","623,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
DELL Vostro 3580 Black i3 4GB 1TB W10P
","640,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
MSI GS75 Stealth 9SD-440PL
","1.973,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
ASUS TUF Gaming FX505DT-AL087T
","769,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
HP ZBook 15v G5 Silver 2ZC55EA#ABB
","1.383,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Microsoft Surface Laptop 2 Platinum LQP-00024
","1.592,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Dell Latitude 7300 Aluminium 273185415
","1.511,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Dell Latitude 7300 Carbon Fiber 273185449
","1.593,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Dell Latitude 7300 Aluminium 273185418
","1.797,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Dell Latitude 7400 Carbon Fiber 273183458
","1.706,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad T480S 20L8002TMH
","1.861,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Dell G5 5590 Black 273178510
","1.082,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad E490 Black 20N80019PB
","746,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo V130-15 Iron Grey 81HN00LPPB
","646,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad E490 Grey 20N8000SPB
","886,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo Yoga S730-13 Platinum 81J00084PB
","780,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo Legion Y530-15 81FV017BPB
","972,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Acer Nitro 5 AN515-54 Full HD SSD GTX Coffe Lake H i5
","1.018,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad P52 Black 20M9001QPB
","2.193,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Fujitsu Lifebook E459 Black VFY:E4590M350SNC
","733,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Fujitsu Lifebook E449 Black VFY:E4490M330SNC
","633,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Fujitsu Lifebook E449 Black VFY:E4490M350SNC
","709,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo Ideapad S340-14 Platinum Grey 81NB001RLT
","649,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Dell Latitude 5500 Black N017L550015EMEA
","1.161,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Dell Latitude 5500 Black N030L550015EMEA
","1.521,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Acer Aspire 7 A715-72G Black NH.GXCEL.004
","926,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
DELL Inspiron 5482 Silver 273055678
","674,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Dell Latitude 5500 Black N019L550015EMEA
","1.055,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Dell Latitude 5400 Black N013L540014EMEA
","1.057,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
HP Elitebook 1050 G1 Silver 4QY37EA#B1R
","2.204,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad X390 Black 20Q1000LMH
","1.428,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo Legion Y530-15 Full HD GTX Ti SSD i5 W10
","924,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo Legion Y530-15 Full HD GTX Ti SSD i7 W10
","1.159,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo Legion Y530-15 81LB00A0MX
","1.259,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Asus ZenBook S13 Blue UX392FN-AB006R
","1.331,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo Legion Y530-15 Full HD GTX Ti SSD i5 v3
","1.084,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad X390 Yoga Black 20NN002JMH
","1.806,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo Legion Y530-15 Full HD GTX 1060 SSD i5
","1.020,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad X390 Yoga Black 20NN0026MH
","1.631,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad T490s Black 20NX001MMX
","1.618,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo Legion Y730-15 Full HD GTX Ti Coffe Lake i7
","1.492,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
MSI GE63 Raider RGB 8SG-001NL GE63RAIDERRGB8SG-001NL
","2.699,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Acer Nitro 5 AN515-54 Black NH.Q59EL.001
","1.202,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
HP ProBook 450 G6 5PP67EA#B1R
","914,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad L380 20M5000UGE
","670,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo Legion Y530-15 81FV014LLT
","1.034,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Microsoft Surface Book 2 13"" HNL-00014
","2.706,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Dell Inspiron 3580 Black i5 8GB 1TB W10H
","738,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Microsoft Surface Book 2 FVH-00030
","3.713,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad X390 Black 20Q0002QMX
","1.520,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad T490 Black 20N2000MMX
","2.182,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo V330-14IKB Grey 81B0004YPB
","722,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad L580 20LW0032PB
","627,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Dell Latitude 3400 Black N004L340014EMEA
","654,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad L480 20LS0022PB
","615,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo Yoga 730-13 Iron Grey 81JR001CLT
","990,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo ThinkPad X390 Black 20Q0002LMX
","1.557,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Dell Inspiron 15 3593 Silver i5 4/256GB MX230 W10
","582,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo Ideapad C340-14API 81N6004VPB PL
","519,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Microsoft Surface Book 2 13.5"" HN4-00025
","2.140,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
HP 255 G7 Black A4 8/256GB R3 DOS
","346,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad T580 20LA001TMH
","1.303,00",https://www.1a.lv/p/lenovo-thinkpad-t490s-black-20nx0054mh/6s2a
"
Lenovo Ideapad S540-14API 81NH003TPB Mineral Grey
","623,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Prestigio SmartBook PSB133S Dark Brown
","299,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Dell Latitude 5500 Black N005L550015EMEA
","1.037,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Dell Inspiron 14 5490 Silver 273333469
","866,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Dell Inspiron 13 7391 2 in 1 Black 273322175
","1.112,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad L13 Yoga Black 20R5000BPB PL
","1.181,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo Ideapad S145-15API 81UT006NPB
","438,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Dell Latitude 5400 Black N054L540014EMEA
","1.105,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Notebook Asus Vivobook X412DA Ryzen 3200
","449,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Dell Latitude 5500 Black N019L550015EMEA_3
","1.081,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Dell Latitude 5400 Black N047L540014EMEA
","911,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Huawei MateBook D 15.6 Grey 53010TUE PL
","587,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad X1 Extreme Gen2 20QV001GPB PL
","2.541,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
HP ENVY x360 13-ar0014nw 9CL12EA
","849,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
HP EliteBook 745 G6 7KN28EA#B1R
","1.089,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad E490 Black 20N80019PB_256_1TB PL
","761,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad E495 Black 20NE000JPB PL
","705,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkBook 13s 20RR0003PB PL
","1.171,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad X390 Yoga Black 20NN00FDPB PL
","1.527,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QF00ADPB PL
","2.831,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
Lenovo ThinkPad T495 Black 20NJ000XPB PL
","1.192,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
"
HP ProBook 455R G6 7DC23EA#B1R
","817,00",https://www.1a.lv/p/dell-inspiron-5482-silver-273055678/4nye
