name,price,link
"
Lenovo Ideapad C340-14IWL Black 81TK00C8PB PL
","646,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad X390 Black 20Q0005VMH PL
","1.806,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad L13 Yoga Black 20R5000HMH
","1.294,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo IdeaPad S540-14IML Grey i5 8/512GB W10H PL
","692,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo IdeaPad L340-15IRH Gaming i7 8/512GB 1050 DOS
","768,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad P1 Gen 2 Black 20QT002CMH
","2.670,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad L490 Black 20Q50027PB PL
","785,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad T495s Black 20QJ001NMH
","1.628,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad T495s Black 20QJ000CMH
","1.312,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Dell Latitude 5501 Black N006L550115EMEA PL
","1.329,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo Ideapad C340-14IWL R3 4/256GB W10H PL
","482,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
HP ProBook 430 G6 5TJ89EA PL
","846,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkBook 14 Grey 20RV0000MH
","984,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Dell Vostro 3590 Black i7 8/256GB R610 DVD W10P PL
","852,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo Ideapad L340-17IRH Gaming Black i5 8/512GB GTX1650M DOS
","782,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QG001HMH
","2.892,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Dell Latitude 5400 Black N048L540014EMEA
","1.387,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo Legion Y540-15IRH 81SY00HFPB
","826,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo Legion Y540-15IRH 81SX00PRPB
","1.017,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkBook 14 Grey 20RV0002MH
","805,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo Ideapad L340-17IRH Gaming Black 81LL009TPB PL
","864,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
HP ZBook 15v G5 Silver 4QH20EA#ABB
","1.232,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo IdeaPad L340-15IRH Gaming 81LK00DLPB PL
","784,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkBook 14 Grey 20RV0001PB PL
","847,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad T495 Black 20NJ0019MH
","1.258,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo V14 Grey 81YB0004PB PL
","666,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkBook 14 Grey 20SL0022PB PL
","817,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad T490s 20NX006QPB PL
","1.607,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkBook 14 Grey 20SL0023PB PL
","953,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Asus VivoBook 14 R459UA-EK109T PL
","577,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Huawei MateBook D 14"" Silver 53010TUA PL
","660,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Dell Inspiron 17 3793 Black 3793-4698 PL
","960,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo IdeaPad L340-15IRH Gaming 81LK00E6PB
","738,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
MSI Alpha 15 A3DDK-007NL
","1.277,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo Legion Y740-15 Iron Grey 81UH00AQLT
","1.792,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Dell Latitude 7400 Carbon Fiber i5 8/256GB W10P EMG/RUS
","1.293,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad E14 Black 20RA001LMH
","1.106,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad E495 Black 20NE000EPB PL
","850,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Asus ROG Strix SCAR III G731GV-EV111
","1.712,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Asus ZenBook Duo UX481FL-BM056T Celestial Blue
","1.349,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Asus ROG Strix SCAR III G531GV-AZ274
","1.606,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Acer Aspire 5 A515-43G Black NX.HF7EL.003
","726,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Dell Latitude 7300 Aluminium N049L730013EMEA_3
","1.653,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad E15 Black 20RD001FMH
","822,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Acer Aspire 7 A715-74G Black NH.Q5TEL.00E
","1.094,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad X1 Extreme Gen2 Black 20QV001FMH
","3.207,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Acer Aspire 7 A715-74G Black NH.Q5SEL.004
","881,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Toshiba Dynabook Portege X30-F-159 PUR31E-0X900WPL
","1.866,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkBook 13s 20RR0003MH
","1.044,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkBook 13s 20RR0007MH
","826,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Toshiba Dynabook Portege X30-F-157 PUR31E-0X700WPL
","1.671,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad E15 Black 20RD001CPB PL
","951,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo Yoga S740-15IRH Iron Grey 81NX004DLT
","1.093,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad X390 Black 20Q00060MH
","2.025,00",https://www.1a.lv/p/dell-vostro-3590-black-i5-8-256gb-r610-dvd-eng-rus-ubu/8gda
"
Lenovo ThinkPad X395 Black 20NL000HPB PL
","1.563,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad X395 Black 20NL000JPB PL
","1.168,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad X395 Black 20NL000GPB PL
","1.378,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Dell Vostro 3590 Black i5 8/256GB W10P PL
","710,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Acer Nitro 5 AN517-51 Black NH.Q5CEP.032 PL
","1.009,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad T490s Silver 20NX006TPB PL
","1.637,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad T495 Black 20NJ0010PB PL
","1.546,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
HP EliteBook 830 G6 6XE16EA#ACB
","1.750,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Dell Vostro 3590 Black i5 8/256GB DVD W10P PL
","812,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
HP Elite Dragonfly 8MK80EA#B1R
","2.706,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
HP EliteBook 745 G6 6XE86EA#B1R
","1.422,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad X390 Yoga Black 20NN00FAMH
","1.882,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad E15 Black 20RD0011MH
","1.139,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad E14 Black 20RA0016MH
","859,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Dell Latitude 7400 Aluminium N076L740014EMEA_3
","1.643,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
HP EliteBook 840 G6 7KN32EA#B1R
","1.720,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
HP EliteBook 830 G6 6XD74EA#ACB
","1.460,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
HP EliteBook x360 1030 G4 Silver 7YL60EA#B1R
","1.581,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
HP EliteBook 735 G6 7KN29EA#B1R
","1.098,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Notebook Asus VivoBook 15 X512FL Blue
","799,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad P53 Black 20QN0034MH
","3.459,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Asus VivoBook 15 X512FA-BQ1069T Blue PL
","741,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Acer Nitro 5 AN517-51 Black NH.Q5CEP.026 PL
","861,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkBook 13s 20RR0007PB PL
","882,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad E15 Black 20RD001FPB PL
","851,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad E15 Silver 20RD001GPB PL
","878,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad T495s Black 20QJ000JPB PL
","1.260,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad T495s Black 20QJ000CPB PL
","1.454,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Dell Vostro 14 3490 Black i3 4GB 1TB UHD W10P PL
","539,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad L13 Silver 20R30006PB PL
","967,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad X395 Black 20NL001HMH
","1.115,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad X1 Carbon 7th Gen 20QE001FMH
","2.568,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
HP ProBook 440 G6 Silver 5TK00EA PL
","1.016,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Asus ZenBook Flip 13 UX362FA-EL254T Royal Blue
","880,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad P53 Black 20QN002PMH
","2.861,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
DELL Inspiron 5570 Black 5570-1981 PL
","628,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
HP Elite Dragonfly 8MK78EA#B1R
","1.695,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Acer Nitro 5 AN515-43 Black NH.Q5XEL.00F
","907,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
HP Elite Dragonfly 8MK76EA#B1R
","2.241,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Dell Vostro 5490 Grey i7 8/256GB MX250 Ubu
","995,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Acer Predator Helios 300 PH315-52 NH.Q53EL.015
","1.322,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Inspiron 14 5491 2-in-1 Silver 273282387
","783,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo Legion Y540-15IRH 81SX00BMPB PL
","1.008,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad X390 Black 20Q0005RPB PL
","1.239,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00KUPB PL
","2.362,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo Ideapad S340-15IWL Platinum Grey 81N800PVPB
","771,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QF00ACPB PL
","2.268,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Asus ZenBook UX434FAC-A5042T Royal Blue PL
","1.006,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00KWPB PL
","2.461,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Asus ZenBook UX434FLC-A5353T Blue
","889,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Acer TravelMate Spin B118 Black NX.VHREG.001
","726,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00KPPB PL
","1.832,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad T490s 20NX006SPB PL
","1.452,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad L13 Yoga 20R50009MH
","1.247,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad T490 Black 20N2006JPB PL
","1.830,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad L13 Black 20R3000EMH
","1.081,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad L13 Black 20R3000AMH
","1.066,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad T490 Black 20N2006LPB PL
","1.691,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad T490 Black 20N2006FPB PL
","1.747,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad L13 Black 20R30005MH
","967,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Notebook Acer aspire 5 a515-43
","638,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Inspiron 7590 Black 273282386
","1.202,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Asus VivoBook Gaming 15 X571GT-BN387T
","998,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad T490 Black 20N2006HPB PL
","1.663,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad T590 Black 20N40050PB PL
","1.821,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell G3 15 3590 Black 273256696
","1.267,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad T490 Black 20N2006BPB PL
","1.747,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell G3 15 3590 Black 273256687
","839,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Dell G3 15 3590 Black 273282439
","1.173,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad T490 Black 20N2006CPB PL
","1.550,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad X1 Yoga 4 Iron Gray 20QF00B4PB PL
","2.612,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell G3 15 3590 Black 273285301
","813,00",https://www.1a.lv/p/lenovo-thinkbook-14-grey-20rv0002mh/7zzm
"
Lenovo ThinkPad T590 Black 20N4004WPB PL
","1.818,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad E14 Black 20RA000WPB PL
","787,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkBook 15 Gray 20RW0002PB PL
","904,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkBook 15 Gray 20RW0000PB PL
","1.010,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 3590 Black i3 4GB 1TB UHD DVD W10P PL
","634,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Latitude 5500 Black S005L550015PL
","1.107,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 3590 Black i5 8/256GB UHD DVD W10P PL
","644,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 7590 Silver i5 8/256GB GTX1050 W10P PL
","1.150,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Latitude 5400 Black S013L540014PL
","1.004,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Latitude 5500 Black N022L550015EMEA PL
","1.250,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad L13 Black 20R30003PB PL
","845,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Latitude 3400 Black N013L340014EMEA PL
","791,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad E490 Black 20N8000QPB PL
","1.003,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad E15 Black 20RD0020PB PL
","1.010,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad E15 Black 20RD0015PB PL
","1.033,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 5490 Grey i7 8/256GB MX250 W10P PL
","1.077,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 5490 Grey i7 16/512GB MX250 W10P PL
","1.153,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 14 3490 Black i5 78/256GB W10P PL
","679,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell G5 5590 Black 273256815
","1.152,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 5581 Silver N3104VN5581EMEA01_1905 PL
","1.038,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad E14 Black 20RA0019PB PL
","871,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad E14 Silver 20RA0015PB PL
","826,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad E14 Black 20RA0012PB PL
","1.018,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Inspiration 5491 7212 Silver PL
","669,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Inspiration 5491 7243 Grey PL
","923,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Inspiration 5491 7236 Grey PL
","946,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 5490 Grey N4101VN5490EMEA01_1
","627,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
MSI GL75 9SD-243NL
","1.599,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad T495 Black 20NK000HMH
","1.784,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Latitude 5300 2-in-1 Black i5 8/256GB W10P
","1.115,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
HP Omen X 2S 15-dg0003nw 6WQ73EA PL
","2.505,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell G3 15 3590 Black 273256692
","1.204,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
HP ProBook 455R G6 7DD76EA#B1R
","765,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 5490 Grey i5 8/256GB MX230 Ubu
","753,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
HP Omen X 2S 15-dg0001nw 6WM40EA PL
","2.505,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
HP 255 G7 Grey 7DC73EA#ABB
","525,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell G3 15 3590 White 273257001
","926,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Acer Aspire 7 A715-74G Black NH.Q5TEL.00H
","1.005,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Acer Aspire 7 A715-73G Black NH.Q52EL.003
","1.118,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00L2PB PL
","1.928,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo ThinkPad X1 Carbon 7th Gen 20QD00KTPB PL
","2.694,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo Yoga S730-13 Platinum 81J00085PB PL
","887,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo Yoga 720-13 81C300B3PB Iron Grey PL
","868,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo Legion Y540-15 81SX009CPB PL
","1.400,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
HP ProBook 455R G6 6EB39EA#ABH
","582,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell Vostro 5490 Grey i3 4/128GB Ubu
","584,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Dell G5 5590 White 273257019
","1.164,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Asus TUF Gaming FX705DU-AU034T
","1.044,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
"
Lenovo V340-17IWL Iron Grey 81RG000EPB PL
","936,00",https://www.1a.lv/p/acer-nitro-5-an515-43-black-nh-q5xel-00f/7oro
